ID,Public Name,ERR,ERS,GPSC,GPSC__colour,GPSC_status__autocolour,CC__autocolour,In_Silico_ST__autocolour,MLST_profile_aroE_gdh_gki_recP_spi_xpt_ddl,In_Silico_Serotype,In_Silico_Serotype__colour,Pili,Pili__colour,pbp1a,pbp2b,pbp2x,AMO_MIC,AMO_Res,CFT_MIC,CFT_Res.Meningital.,CFT_Res.Non.meningital.,TAX_MIC,TAX_Res.Meningital.,TAX_Res.Non.meningital.,CFX_MIC,CFX_Res,MER_MIC,MER_Res,PEN_MIC,PEN_Res.Meningital.,PEN_Res.Non.meningital.,CHL_MIC,CHL_Res,CHL_Determinant,CLI_MIC,CLI_Res,CLI_Determinant,COT_MIC,COT_Res,COT_Determinant,DOX_MIC,DOX_Res,DOX_Determinant,ERY_MIC,ERY_Res,ERY_Determinant,ERY_CLI_Res,ERY_CLI_Determinant,FQ_Res,FQ_Determinant,KAN_Res,KAN_Determinant,LFX_MIC,LFX_Res,LFX_Determinant,RIF_MIC,RIF_Res,RIF_Determinant,SMX_Res,SMX_Determinant,TET_MIC,TET_Res,TET_Determinant,TMP_Res,TMP_Determinant,VAN_MIC,VAN_Res,VAN_Determinant,PILI1,PILI1_Determinant,PILI2,PILI2_Determinant,PEN-CHL-ERY-COT-TET,No_of_non_susceptible,MDR,MDR__colour,AMO_Res__colour,CFT_Res.Meningital.__colour,CFT_Res.Non.meningital.__colour,TAX_Res.Meningital.__colour,TAX_Res.Non.meningital.__colour,CFX_Res__colour,MER_Res__colour,PEN_Res.Meningital.__colour,PEN_Res.Non.meningital.__colour,CHL_Res__colour,CLI_Res__colour,COT_Res__colour,DOX_Res__colour,ERY_Res__colour,ERY_CLI_Res__colour,FQ_Res__colour,KAN_Res__colour,LFX_Res__colour,RIF_Res__colour,SMX_Res__colour,TET_Res__colour,TMP_Res__colour,VAN_Res__colour
24861_1#242,GPS_AR_17350,ERR2667980,ERS2552847,31,#e18e31,Dominant,CC306,306,12-8-13-5-16-4-20,1,#416800,2,#ff9766,23,6,5,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,POS,pitB_GU256423,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24861_1#243,GPS_AR_17378,ERR2667981,ERS2552848,31,#e18e31,Dominant,CC306,306,12-8-13-5-16-4-20,1,#416800,2,#ff9766,23,6,5,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,POS,pitB_GU256423,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24861_1#244,GPS_AR_17381,ERR2667982,ERS2552849,31,#e18e31,Dominant,CC306,306,12-8-13-5-16-4-20,1,#416800,2,#ff9766,23,6,5,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,POS,pitB_GU256423,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24861_1#245,GPS_AR_17383,ERR2667983,ERS2552850,31,#e18e31,Dominant,CC306,306,12-8-13-5-16-4-20,1,#416800,2,#ff9766,23,6,5,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,POS,pitB_GU256423,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24861_1#247,GPS_AR_17405,ERR2667985,ERS2552852,9,#4c71e1,Dominant,CC63,782,2-5-36-12-17-21-5,14,#0156b8,neg,#4dbc6b,24,53,77,0.25,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,0.25,R,S,<= 4,S,_,<= 0.25,S,_,>= 4,R,folA_7_28790_1_77 Variant I100L; folP_AE007317 INS at 175,>= 1,R,tetM_12_FR671418,>= 1,R,mefA_10_AF376746; msrD_2_AF274302,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 INS at 175,>= 4,R,tetM_12_FR671418,R,folA_7_28790_1_77 Variant I100L,<= 1,S,_,NEG,_,NEG,_,R-S-R-R-R,4,Yes,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#ff2722,#ff2722,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#ff2722,#ff2722,#0069ec
24861_1#248,GPS_AR_17406,ERR2667986,ERS2552853,31,#e18e31,Dominant,CC306,306,12-8-13-5-16-4-20,1,#416800,2,#ff9766,23,6,5,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,POS,pitB_GU256423,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24861_1#249,GPS_AR_17431,ERR2667987,ERS2552854,31,#e18e31,Dominant,CC306,306,12-8-13-5-16-4-20,1,#416800,2,#ff9766,23,6,5,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,POS,pitB_GU256423,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24861_1#25,GPS_AR_15145,ERR2667763,ERS2552628,31,#e18e31,Dominant,CC306,306,12-8-13-5-16-4-20,1,#416800,2,#ff9766,23,6,5,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,POS,pitB_GU256423,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24861_1#250,GPS_AR_17446,ERR2667988,ERS2552855,31,#e18e31,Dominant,CC306,306,12-8-13-5-16-4-20,1,#416800,2,#ff9766,23,6,5,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,POS,pitB_GU256423,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24861_1#251,GPS_AR_17451,ERR2667989,ERS2552857,37,#da3a83,Dominant,CC751,751,7-47-29-37-6-1-80,6E(6B),#3c9f00,neg,#4dbc6b,2,211,339,0.06,S,<= 0.5,S,S,0.12,S,S,<= 0.5,S,<= 0.06,S,0.12,R,S,<= 4,S,_,<= 0.25,S,_,2,I,folP_AE007317 MULTIPLE at 178-180,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 MULTIPLE at 178-180,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_,R-S-S-I-S,2,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#f797b1,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec
24861_1#252,GPS_AR_17463,ERR2667990,ERS2552858,23,#df7ddc,Dominant,CC273,94,5-6-1-2-6-3-54,6E(6B),#3c9f00,1,#ffcf1a,34,49,516,8,R,1,I,S,1,I,S,> 2,R,1,R,4,R,I,<= 4,S,_,>= 1,R,ermB_16_X82819; ermBups_HG799494,>= 4,R,folA_AE007317 Variant I100L; folP_AE007317 MULTIPLE at 178-180,>= 1,R,tetM_12_FR671418,>= 1,R,ermB_16_X82819; ermBups_HG799494,R,ermB_16_X82819; ermBups_HG799494,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 MULTIPLE at 178-180,>= 4,R,tetM_12_FR671418,R,folA_AE007317 Variant I100L,<= 1,S,_,NEG,_,NEG,_,R-S-R-R-R,4,Yes,#ff2722,#ff2722,#f797b1,#0069ec,#f797b1,#0069ec,#ff2722,#ff2722,#ff2722,#f797b1,#0069ec,#ff2722,#ff2722,#ff2722,#ff2722,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#ff2722,#ff2722,#0069ec
24861_1#253,GPS_AR_17483,ERR2667991,ERS2552859,18,#4cc48c,Dominant,CC15,9,1-5-4-5-5-1-8,14,#0156b8,neg,#4dbc6b,2,0,64,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,>= 1,R,msrD_3_AF227520,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_,S-S-R-S-S,1,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24861_1#254,GPS_AR_17491,ERR2667992,ERS2552860,32,#8490db,Dominant,CC218,218,10-20-14-1-6-1-29,12F,#0283f5,neg,#4dbc6b,0,0,0,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24861_1#255,GPS_AR_17502,ERR2667993,ERS2552861,13,#bc5fd1,Dominant,CC473,1876,7-25-4-12-15-20-28,6A,#bd009a,neg,#4dbc6b,36,34,44,0.25,S,<= 0.5,S,S,0.25,S,S,1,I,<= 0.06,S,0.5,R,S,<= 4,S,_,<= 0.25,S,_,2,I,folP_AE007317 TRUNC at 181,<= 0.25,S,_,>= 1,R,mefA_10_AF376746; msrD_2_AF274302,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 TRUNC at 181,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_,R-S-R-I-S,3,Yes,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#f797b1,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#f797b1,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec
24861_1#256,GPS_AR_17515,ERR2667994,ERS2552862,32,#8490db,Dominant,CC218,218,10-20-14-1-6-1-29,12F,#0283f5,neg,#4dbc6b,0,0,0,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24861_1#257,GPS_AR_17516,ERR2667995,ERS2552863,386,#5d7018,Rare,Singleton,7438,15-5-4-5-8-3-8,16F,#8f93ff,neg,#4dbc6b,7,1,300,0.12,S,<= 0.5,S,S,0.12,S,S,<= 0.5,S,<= 0.06,S,0.25,R,S,<= 4,S,_,<= 0.25,S,_,>= 4,R,folA_7_28790_1_77 Variant I100L; folP_AE007317 INS at 175,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 INS at 175,<= 1,S,_,R,folA_7_28790_1_77 Variant I100L,<= 1,S,_,NEG,_,NEG,_,R-S-S-R-S,2,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#ff2722,#0069ec
24861_1#258,GPS_AR_17529,ERR2667996,ERS2552864,826,#027fc3,Not observed in previous study (Gladstone et al under revision),Singleton,14495,13-5-327-1-9-1-31,17F,#7b348b,neg,#4dbc6b,23,0,23,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,>= 1,R,mefE_AE007317,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24861_1#259,GPS_AR_17536,ERR2667997,ERS2552865,95,#58c8a9,Intermediate,CC241,241,25-31-4-16-32-28-44,18A,#79db80,neg,#4dbc6b,2,0,2,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,>= 1,R,tetM_4_X75073,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,>= 4,R,tetM_4_X75073,S,_,<= 1,S,_,NEG,_,NEG,_,S-S-S-S-R,1,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec
24861_1#26,GPS_AR_15147,ERR2667764,ERS2552629,5,#9c34b3,Dominant,CC172,1131,7-13-4-6-25-6-8,19A,#43bbff,neg,#4dbc6b,79,1,219,0.12,S,<= 0.5,S,S,0.12,S,S,<= 0.5,S,<= 0.06,S,0.25,R,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_,R-S-S-S-S,1,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24861_1#260,GPS_AR_17539,ERR2667998,ERS2552866,95,#58c8a9,Intermediate,CC241,241,25-31-4-16-32-28-44,18A,#79db80,neg,#4dbc6b,2,0,2,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,>= 1,R,tetM_4_X75073,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,>= 4,R,tetM_4_X75073,S,_,<= 1,S,_,NEG,_,NEG,_,S-S-S-S-R,1,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec
24861_1#261,GPS_AR_17549,ERR2667999,ERS2552867,31,#e18e31,Dominant,CC306,306,12-8-13-5-16-4-20,1,#416800,2,#ff9766,23,6,5,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,POS,pitB_GU256423,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24861_1#262,GPS_AR_17550,ERR2668000,ERS2552868,10,#dbb532,Dominant,CC230,230,12-19-2-17-6-22-14,serogroup 24,#019752,neg,#4dbc6b,17,15,22,0.12,S,<= 0.5,S,S,0.12,S,S,<= 0.5,S,0.12,S,0.5,R,S,<= 4,S,_,>= 1,R,ermB_16_X82819; ermBups_HG799494,2,I,folP_AE007317 TRUNC at 181,>= 1,R,tetM_MH283017,>= 1,R,ermB_16_X82819; ermBups_HG799494,R,ermB_16_X82819; ermBups_HG799494,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 TRUNC at 181,>= 4,R,tetM_MH283017,S,_,<= 1,S,_,NEG,_,NEG,_,R-S-R-S-R,3,Yes,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#ff2722,#f797b1,#ff2722,#ff2722,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#ff2722,#0069ec,#0069ec
24861_1#263,GPS_AR_17551,ERR2668001,ERS2552869,15,#bd2c9b,Dominant,CC191,191,8-9-2-1-6-1-17,7F,#c753d8,2,#ff9766,2,0,2,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,POS,pitB_GU256423,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24861_1#264,GPS_AR_17556,ERR2668002,ERS2552870,38,#2c7040,Intermediate,CC393,393,10-43-41-18-13-49-6,38,#903049,neg,#4dbc6b,2,4,0,_,_, ,_,_,_,_,_, ,_,_,_,_,_,_,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_,S-S-S-S-S,0,No,#0052e2,transparent,transparent,transparent,transparent,transparent,transparent,transparent,transparent,transparent,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24861_1#265,GPS_AR_17564,ERR2668003,ERS2552871,9,#4c71e1,Dominant,CC63,2678,2-60-36-12-17-21-14,14,#0156b8,neg,#4dbc6b,17,228,205,1,S,<= 0.5,S,S,0.5,S,S,> 2,R,0.5,I,2,R,S,<= 4,S,_,>= 1,R,ermB_16_X82819; ermBups_HG799494,>= 4,R,folA_7_28790_1_77 Variant I100L; folP_AE007317 INS at 169,>= 1,R,tetM_12_FR671418,>= 1,R,ermB_16_X82819; ermBups_HG799494,R,ermB_16_X82819; ermBups_HG799494,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 INS at 169,>= 4,R,tetM_12_FR671418,R,folA_7_28790_1_77 Variant I100L,<= 1,S,_,NEG,_,NEG,_,R-S-R-R-R,4,Yes,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#f797b1,#ff2722,#0069ec,#0069ec,#ff2722,#ff2722,#ff2722,#ff2722,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#ff2722,#ff2722,#0069ec
24861_1#27,GPS_AR_15153,ERR2667765,ERS2552630,290,#dd8494,Rare,CC30,13887,1-5-4-381-1-1-1,19AF,#a5b4ff,neg,#4dbc6b,0,0,0,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24861_1#28,GPS_AR_15173,ERR2667766,ERS2552632,31,#e18e31,Dominant,CC306,306,12-8-13-5-16-4-20,1,#416800,2,#ff9766,23,6,5,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,POS,pitB_GU256423,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
24861_1#29,GPS_AR_15180,ERR2667767,ERS2552633,6,#57a627,Dominant,CC156,156,7-11-10-1-6-8-1,14,#0156b8,1,#ffcf1a,15,12,18,2,S,1,I,S,1,I,S,> 2,R,0.5,I,2,R,S,<= 4,S,_,<= 0.25,S,_,>= 4,R,folA_5_21127_2_117 Variant I100L; folP_AE007317 MULTIPLE at 178-180,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 MULTIPLE at 178-180,<= 1,S,_,R,folA_5_21127_2_117 Variant I100L,<= 1,S,_,POS,rrgA_EF560637,NEG,_,R-S-S-R-S,2,No,#0052e2,#0069ec,#f797b1,#0069ec,#f797b1,#0069ec,#ff2722,#f797b1,#ff2722,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#ff2722,#0069ec,#ff2722,#0069ec
24861_1#3,GPS_AR_15012,ERR2667741,ERS2552606,3,#8854d2,Dominant,CC100,100,5-12-29-12-9-39-18,33F,#006933,neg,#4dbc6b,2,0,6,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_,S-S-S-S-S,0,No,#0052e2,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec,#0069ec
