Sample_ID,Read_QC,Assembly_QC,Mapping_QC,Taxonomy_QC,Overall_QC,Bases,Contigs#,Assembly_Length,Seq_Depth,Ref_Cov_%,Het-SNP#,S.Pneumo_%,Top_Non-Strep_Genus,Top_Non-Strep_Genus_%,GPSC,Serotype,ST,aroE,gdh,gki,recP,spi,xpt,ddl,pbp1a,pbp2b,pbp2x,AMO_MIC,AMO_Res,CFT_MIC,CFT_Res(Meningital),CFT_Res(Non-meningital),TAX_MIC,TAX_Res(Meningital),TAX_Res(Non-meningital),CFX_MIC,CFX_Res,MER_MIC,MER_Res,PEN_MIC,PEN_Res(Meningital),PEN_Res(Non-meningital),CHL_MIC,CHL_Res,CHL_Determinant,CLI_MIC,CLI_Res,CLI_Determinant,COT_MIC,COT_Res,COT_Determinant,DOX_MIC,DOX_Res,DOX_Determinant,ERY_MIC,ERY_Res,ERY_Determinant,ERY_CLI_Res,ERY_CLI_Determinant,FQ_Res,FQ_Determinant,KAN_Res,KAN_Determinant,LFX_MIC,LFX_Res,LFX_Determinant,RIF_MIC,RIF_Res,RIF_Determinant,SMX_Res,SMX_Determinant,TET_MIC,TET_Res,TET_Determinant,TMP_Res,TMP_Determinant,VAN_MIC,VAN_Res,VAN_Determinant,PILI1,PILI1_Determinant,PILI2,PILI2_Determinant
24820_2#328,PASS,PASS,PASS,PASS,PASS,296193032,54,2079199,142.45,91.72,66,93.32,Bacillus,0,31,1,306,12,8,13,5,16,4,20,23,6,5,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,POS,pitB_GU256423
24820_2#329,PASS,PASS,PASS,PASS,PASS,312730012,37,2070887,151.01,91.72,65,92.28,Bacillus,0,8,5,289,16,12,9,1,41,33,33,23,0,32,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,0.06,S,S,<= 4,S,_,<= 0.25,S,_,01-Feb,I,folP_AE007317 INS at 175,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 INS at 175,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24820_2#330,PASS,PASS,PASS,PASS,PASS,321131346,42,2062270,155.71,91.76,58,92.06,Staphylococcus,0,43,09V,2240,15,17,4,1,6,1,17,1,4,23,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24820_2#331,PASS,PASS,PASS,PASS,PASS,303484334,50,1978464,153.39,89.92,46,90.39,Curtobacterium,0.2,15,07F,191,8,9,2,1,6,1,17,2,0,2,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,POS,pitB_GU256423
24820_2#332,PASS,PASS,PASS,PASS,PASS,364486334,24,2127744,171.3,94.05,53,87.96,Bacillus,0,10,serogroup 24,230,12,19,2,17,6,22,14,17,15,22,0.12,S,<= 0.5,S,S,0.12,S,S,<= 0.5,S,0.12,S,0.5,R,S,<= 4,S,_,>= 1,R,ermB_16_X82819; ermBups_HG799494,01-Feb,I,folP_AE007317 TRUNC at 181,>= 1,R,tetM_MH283017,>= 1,R,ermB_16_X82819; ermBups_HG799494,R,ermB_16_X82819; ermBups_HG799494,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 TRUNC at 181,>= 4,R,tetM_MH283017,S,_,<= 1,S,_,NEG,_,NEG,_
24820_2#333,PASS,PASS,PASS,PASS,PASS,356970236,32,2080451,171.58,91.3,53,88.85,Lactobacillus,0,5,19A,1131,7,13,4,6,25,6,8,79,1,219,0.12,S,<= 0.5,S,S,0.12,S,S,<= 0.5,S,<= 0.06,S,0.25,R,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24820_2#334,PASS,PASS,PASS,PASS,PASS,322973576,41,2079470,155.31,90.98,66,90.54,Bacillus,0,113,23F,775,1,5,5,5,6,1,5,0,NEW,0,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24820_2#335,PASS,PASS,PASS,PASS,PASS,327578906,22,2119909,154.52,90.68,55,92.49,Bacillus,0,37,6E(6B),14567,7,47,29,23,6,1,80,2,211,515,0.06,S,<= 0.5,S,S,0.12,S,S,<= 0.5,S,<= 0.06,S,0.12,R,S,<= 4,S,_,<= 0.25,S,_,>= 4,R,folA_AE007317 Variant I100L; folP_AE007317 MULTIPLE at 178-180,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 MULTIPLE at 178-180,<= 1,S,_,R,folA_AE007317 Variant I100L,<= 1,S,_,NEG,_,NEG,_
24820_2#336,PASS,PASS,PASS,PASS,PASS,299735046,35,2091143,143.33,91.4,44,92,Staphylococcus,0,714,19A,4062,7,8,9,15,31,1,31,0,4,NEW,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24820_2#337,PASS,PASS,PASS,PASS,PASS,272743594,40,2077869,131.26,90.36,41,92.59,Lactobacillus,0,6,09V,156,7,11,10,1,6,8,1,15,12,18,2,S,1,I,S,1,I,S,> 2,R,0.5,I,2,R,S,<= 4,S,_,<= 0.25,S,_,>= 4,R,folA_5_21127_2_117 Variant I100L; folP_AE007317 MULTIPLE at 178-180,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 MULTIPLE at 178-180,<= 1,S,_,R,folA_5_21127_2_117 Variant I100L,<= 1,S,_,POS,rrgA_EF560637,NEG,_
24820_2#338,PASS,PASS,PASS,PASS,PASS,309051534,30,2092132,147.72,91.97,49,91.26,Bacillus,0,904;9,14,782,2,5,36,12,17,21,5,24,53,77,0.25,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,0.25,R,S,<= 4,S,_,<= 0.25,S,_,>= 4,R,folA_7_28790_1_77 Variant I100L; folP_AE007317 INS at 175,>= 1,R,tetM_12_FR671418,>= 1,R,mefA_10_AF376746; msrD_2_AF274302,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 INS at 175,>= 4,R,tetM_12_FR671418,R,folA_7_28790_1_77 Variant I100L,<= 1,S,_,NEG,_,NEG,_
24820_2#339,PASS,PASS,PASS,PASS,PASS,306248586,44,2134785,143.45,92.87,58,90.76,Cupriavidus,0.03,44,19F,179,7,14,40,12,1,1,14,23,0,139,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,>= 1,R,ermB_10_U86375; ermBups_HG799494,<= 0.5,S,_,>= 1,R,tetM_2_X90939,>= 1,R,ermB_10_U86375; ermBups_HG799494,R,ermB_10_U86375; ermBups_HG799494,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,>= 4,R,tetM_2_X90939,S,_,<= 1,S,_,POS,rrgA_EF560637,NEG,_
24820_2#340,PASS,PASS,PASS,PASS,PASS,333534650,14,1971488,169.17,89.61,46,91.99,Bacillus,0,96,2,3744,2,13,4,1,6,6,145,50,2,2,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24820_2#341,PASS,PASS,PASS,PASS,PASS,342412490,32,2148239,159.39,90.94,54,86.98,Lactobacillus,0,5,19A,1131,7,13,4,6,25,6,8,79,1,219,0.12,S,<= 0.5,S,S,0.12,S,S,<= 0.5,S,<= 0.06,S,0.25,R,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24820_2#342,PASS,PASS,PASS,PASS,PASS,318257588,31,2014242,158,89.33,54,92.93,Staphylococcus,0.03,70,4,259,24,5,35,1,15,12,43,2,44,2,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,POS,rrgA_EF560637,NEG,_
24820_2#343,PASS,PASS,PASS,PASS,PASS,324008702,27,2082730,155.56,91.27,57,89.62,Lactobacillus,0,5,19A,1131,7,13,4,6,25,6,8,79,1,219,0.12,S,<= 0.5,S,S,0.12,S,S,<= 0.5,S,<= 0.06,S,0.25,R,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24820_2#344,PASS,PASS,PASS,PASS,PASS,286603738,29,2069507,138.48,90.09,52,89.15,Staphylococcus,0,13,06A,473,7,25,4,4,15,20,28,36,34,44,0.25,S,<= 0.5,S,S,0.25,S,S,1,I,<= 0.06,S,0.5,R,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,>= 1,R,mefA_10_AF376746; msrD_2_AF274302,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24820_2#345,PASS,PASS,PASS,PASS,PASS,270119308,33,2073264,130.28,90.08,71,92.9,Staphylococcus,0,8,5,289,16,12,9,1,41,33,33,23,0,32,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,0.06,S,S,<= 4,S,_,<= 0.25,S,_,01-Feb,I,folP_AE007317 INS at 175,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 INS at 175,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24820_2#346,PASS,PASS,PASS,PASS,PASS,287581014,40,2096488,137.17,93.87,36,92.07,Staphylococcus,0,4,19A,876,8,13,14,4,6,4,14,0,29,11,0.12,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,0.12,R,S,<= 4,S,_,<= 0.25,S,_,01-Feb,I,folP_AE007317 INS at 178,<= 0.25,S,_,>= 1,R,mefA_10_AF376746; msrD_2_AF274302,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 INS at 178,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24820_2#347,PASS,PASS,PASS,PASS,PASS,313299380,30,2093440,149.65,91.37,65,91.18,Lactobacillus,0,904;9,14,782,2,5,36,12,17,21,5,24,53,77,0.25,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,0.25,R,S,<= 4,S,_,<= 0.25,S,_,>= 4,R,folA_7_28790_1_77 Variant I100L; folP_AE007317 INS at 175,>= 1,R,tetM_12_FR671418,>= 1,R,mefA_10_AF376746; msrD_2_AF274302,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 INS at 175,>= 4,R,tetM_12_FR671418,R,folA_7_28790_1_77 Variant I100L,<= 1,S,_,NEG,_,NEG,_
24820_2#348,PASS,PASS,PASS,PASS,PASS,302857230,23,2065779,146.6,90.17,60,92.91,Staphylococcus,0,2,1,615,10,31,4,1,6,4,94,0,4,0,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,POS,pitB_GU256423
24820_2#349,PASS,PASS,PASS,PASS,PASS,312317706,26,2048819,152.43,89.65,43,91.49,Staphylococcus,0,7,23F,14523,1,8,9,9,6,3,6,0,0,450,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,0.06,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24820_2#350,PASS,PASS,PASS,PASS,PASS,278032202,30,1985184,140.05,90.03,44,91.62,Staphylococcus,0,32,12F,218,10,20,14,1,6,1,29,0,0,0,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24820_2#351,PASS,PASS,PASS,PASS,PASS,243423524,23,2064939,117.88,91.31,36,90.11,Staphylococcus,0,13,06A,473,7,25,4,4,15,20,28,36,34,44,0.25,S,<= 0.5,S,S,0.25,S,S,1,I,<= 0.06,S,0.5,R,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,>= 1,R,mefA_10_AF376746; msrD_2_AF274302,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24820_2#352,PASS,PASS,PASS,PASS,PASS,279198186,34,2046910,136.39,90.18,50,92.27,Hymenobacter,0.05,1,19F,236,15,16,19,15,6,20,26,13,16,47,2,S,1,I,S,1,I,S,> 2,R,0.5,I,2,R,S,<= 4,S,_,<= 0.25,S,_,01-Feb,I,folP_AE007317 INS at 184,>= 1,R,tetM_2_X90939,>= 1,R,mefA_10_AF376746; msrD_2_AF274302,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 INS at 184,>= 4,R,tetM_2_X90939,S,_,<= 1,S,_,NEG,_,POS,pitB_GU256423
24820_2#353,PASS,PASS,PASS,PASS,PASS,288578742,51,2132231,135.34,92.8,38,88.89,Staphylococcus,0,4,19A,876,8,13,14,4,6,4,14,0,29,11,0.12,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,0.12,R,S,<= 4,S,_,<= 0.25,S,_,01-Feb,I,folP_AE007317 INS at 178,<= 0.25,S,_,>= 1,R,mefA_10_AF376746; msrD_2_AF274302,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 INS at 178,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24820_2#354,PASS,PASS,PASS,PASS,PASS,313551048,23,2066183,151.75,90.48,53,92.77,Staphylococcus,0,2,1,615,10,31,4,1,6,4,94,0,4,0,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,POS,pitB_GU256423
24820_2#355,PASS,PASS,PASS,PASS,PASS,294298674,30,2143495,137.29,92.08,55,90.22,Staphylococcus,0,823,06A,747,7,8,9,1,36,3,18,12,0,0,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24820_2#356,PASS,PASS,PASS,PASS,PASS,307525044,37,2079212,147.9,91,41,92.64,Staphylococcus,0,1,19A,1451,10,16,19,15,6,20,1,13,11,16,8,R,2,R,I,2,R,I,> 2,R,1,R,4,R,I,<= 4,S,_,>= 1,R,ermB_16_X82819; ermBups_HG799494,>= 4,R,folA_9_11511_8_37 Variant I100L; folP_AE007317 INS at 199,>= 1,R,tetM_2_X90939,>= 1,R,ermB_16_X82819; ermBups_HG799494; mefA_10_AF376746; msrD_2_AF274302,R,ermB_16_X82819; ermBups_HG799494,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 INS at 199,>= 4,R,tetM_2_X90939,R,folA_9_11511_8_37 Variant I100L,<= 1,S,_,POS,rrgA_EF560637,POS,pitB_GU256423
24820_2#357,PASS,PASS,PASS,PASS,PASS,310227856,34,2154730,143.97,90.92,66,88.89,Lactobacillus,0,5,19A,1131,7,13,4,6,25,6,8,79,1,219,0.12,S,<= 0.5,S,S,0.12,S,S,<= 0.5,S,<= 0.06,S,0.25,R,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24861_1#1,PASS,PASS,PASS,PASS,PASS,425680612,29,2123253,200.48,92.72,63,90.15,Staphylococcus,0,5,19A,1131,7,13,4,6,25,6,8,79,1,219,0.12,S,<= 0.5,S,S,0.12,S,S,<= 0.5,S,<= 0.06,S,0.25,R,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24861_1#100,PASS,PASS,PASS,PASS,PASS,308713712,22,2037848,151.49,90.12,52,92.73,Bacillus,0,5,19A,1131,7,13,4,6,25,6,8,79,1,219,0.12,S,<= 0.5,S,S,0.12,S,S,<= 0.5,S,<= 0.06,S,0.25,R,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24861_1#101,PASS,PASS,PASS,PASS,PASS,330398148,36,2071778,159.47,91.16,65,93,Staphylococcus,0,8,5,289,16,12,9,1,41,33,33,23,0,44,<= 0.03,S,<= 0.5,S,S,0.12,S,S,<= 0.5,S,<= 0.06,S,0.06,S,S,<= 4,S,_,<= 0.25,S,_,01-Feb,I,folP_AE007317 INS at 175,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 INS at 175,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24861_1#102,PASS,PASS,PASS,PASS,PASS,315892476,30,2107268,149.9,90.89,56,90.94,Lactobacillus,0,5,19A,1131,7,13,4,6,25,6,8,79,1,219,0.12,S,<= 0.5,S,S,0.12,S,S,<= 0.5,S,<= 0.06,S,0.25,R,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24861_1#103,PASS,PASS,PASS,PASS,PASS,321809922,35,2138182,150.5,91.24,61,89.44,Bacillus,0,37,6E(6A),14565,1,47,29,37,6,3,80,2,211,NEW,0.12,S,<= 0.5,S,S,0.12,S,S,<= 0.5,S,<= 0.06,S,0.12,R,S,<= 4,S,_,<= 0.25,S,_,01-Feb,I,folP_AE007317 MULTIPLE at 178-180,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 MULTIPLE at 178-180,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24861_1#104,PASS,PASS,PASS,PASS,PASS,265506682,47,2075589,127.91,89.91,43,93.31,Staphylococcus,0,6,09V,162,7,11,10,1,6,8,14,1,0,0,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,>= 4,R,folA_5_21127_2_117 Variant I100L; folP_AE007317 MULTIPLE at 178-180,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 MULTIPLE at 178-180,<= 1,S,_,R,folA_5_21127_2_117 Variant I100L,<= 1,S,_,POS,rrgA_EF560637,NEG,_
24861_1#105,PASS,PASS,PASS,PASS,PASS,231556392,22,2066247,112.06,91.41,65,93.43,Cupriavidus,0.01,2,1,615,10,31,4,1,6,4,94,0,4,0,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,POS,pitB_GU256423
24861_1#106,PASS,PASS,PASS,PASS,PASS,260038848,28,1985508,130.96,90.14,45,92.43,Bacillus,0,266,10A,3539,7,5,62,16,6,79,14,95,10,2,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24861_1#107,PASS,PASS,PASS,PASS,PASS,230216814,63,2099106,109.67,89.87,55,89.74,Bacillus,0,6,14,156,7,11,10,1,6,8,1,45,12,NEW,2,S,1,I,S,1,I,S,> 2,R,0.5,I,2,R,S,<= 4,S,_,<= 0.25,S,_,>= 4,R,folA_5_21127_2_117 Variant I100L; folP_AE007317 MULTIPLE at 178-180,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 MULTIPLE at 178-180,<= 1,S,_,R,folA_5_21127_2_117 Variant I100L,<= 1,S,_,POS,rrgA_EF560637,NEG,_
24861_1#108,PASS,PASS,PASS,PASS,PASS,305759866,40,2182554,140.09,92.42,67,91.86,Staphylococcus,0,8,5,289,16,12,9,1,41,33,33,23,NEW,2,0.06,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,0.06,S,S,<= 4,S,_,<= 0.25,S,_,01-Feb,I,folP_AE007317 INS at 175,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 INS at 175,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24861_1#109,PASS,PASS,PASS,PASS,PASS,337430792,35,2074681,162.64,91.15,79,93.73,Staphylococcus,0,8,5,289,16,12,9,1,41,33,33,23,0,32,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,0.06,S,S,<= 4,S,_,<= 0.25,S,_,01-Feb,I,folP_AE007317 INS at 175,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 INS at 175,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24861_1#11,PASS,PASS,PASS,PASS,PASS,403879764,55,1982147,203.75,90.3,58,91.57,Lactobacillus,0,15,07F,1062,8,9,2,1,6,1,14,2,0,2,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,POS,pitB_GU256423
24861_1#110,PASS,PASS,PASS,PASS,PASS,300008838,61,2113850,141.92,90.71,54,89.46,Lactobacillus,0,6,14,156,7,11,10,1,6,8,1,45,12,NEW,2,S,1,I,S,1,I,S,> 2,R,0.5,I,2,R,S,<= 4,S,_,<= 0.25,S,_,>= 4,R,folA_5_21127_2_117 Variant I100L; folP_AE007317 MULTIPLE at 178-180,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 MULTIPLE at 178-180,<= 1,S,_,R,folA_5_21127_2_117 Variant I100L,<= 1,S,_,POS,rrgA_EF560637,NEG,_
24861_1#111,PASS,PASS,PASS,PASS,PASS,355034748,38,2073521,171.22,91.24,66,93.68,Lactobacillus,0,8,5,289,16,12,9,1,41,33,33,23,0,32,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,0.06,S,S,<= 4,S,_,<= 0.25,S,_,01-Feb,I,folP_AE007317 INS at 175,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,R,folP_AE007317 INS at 175,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
24861_1#112,PASS,PASS,PASS,PASS,PASS,290990972,31,2066680,140.8,92.76,48,89.17,Staphylococcus,0,50,18C,15182,7,2,1,1,647,1,21,0,4,0,<= 0.03,S,<= 0.5,S,S,<= 0.06,S,S,<= 0.5,S,<= 0.06,S,<= 0.03,S,S,<= 4,S,_,<= 0.25,S,_,<= 0.5,S,_,<= 0.25,S,_,<= 0.25,S,_,S,_,S,_,S,_,<= 2,S,_,<= 1,S,_,S,_,<= 1,S,_,S,_,<= 1,S,_,NEG,_,NEG,_
